# ApertureRA_1 ApertureDec_1 Magnitude_1 Bmag               ApertureRA_2 ApertureDec_2 Magnitude_2 imag               Separation           
  114.593374   21.619494     -7.6472     16.326993892425538 114.593187   21.619575     -10.9464    15.712600311279296 0.6904400907937736   
  114.596768   21.618143     -9.2396     14.73459381842041  114.596775   21.618054     -12.5746    14.084399780273436 0.32125535754771306  
  114.526169   21.614948     -10.3959    13.578294227355958 114.52611    21.614967     -14.7426    11.916399559020995 0.20897519826767272  
  114.594937   21.615331     -9.4551     14.519093940490723 114.594943   21.615237     -12.9449    13.714100440979003 0.33899529286768687  
  114.539295   21.614426     -7.932      16.042193839782716 114.539435   21.614461     -11.493     15.16599996948242  0.4852061431673135   
  114.522623   21.61403      -10.0298    13.944393584960938 114.522564   21.613869     -14.2995    12.359499534606933 0.6123142796913027   
  114.629984   21.615085     -8.6471     15.327093551391602 114.630025   21.615011     -11.9361    14.722899993896483 0.2996639616109249   
  114.582208   21.614468     -8.8687     15.10549397253418  114.582013   21.614362     -12.9102    13.748799880981444 0.7560125607223055   
  114.551669   21.614067     -8.9311     15.043094108337403 114.551631   21.614112     -12.1858    14.473200401306151 0.20595877216483008  
  114.609      21.614815     -8.0026     15.971594283813477 114.609207   21.614733     -11.2959    15.363099655151366 0.7530690858209086   
  114.667274   21.61521      -8.5163     15.457893798583985 114.667168   21.615144     -11.7374    14.921599945068358 0.4269804545839434   
  114.654169   21.614347     -8.7558     15.218393752807618 114.654046   21.614452     -11.9539    14.70509966278076  0.5588839673219596   
  114.637317   21.613436     -8.8477     15.126493880981446 114.637176   21.613534     -12.0421    14.616900047302245 0.5892091388509122   
  114.660185   21.613029     -8.3252     15.648993919128419 114.660069   21.613134     -11.541     15.117999633789061 0.5418615594513304   
  114.59199    21.61198      -10.5764    13.39779419683838  114.591806   21.611879     -14.7858    11.873200019836425 0.7151611293562607   
  114.556975   21.610302     -9.3327     14.6414942243042   114.556946   21.610174     -12.9314    13.727599700927733 0.4709114909328446   
  114.63586    21.610628     -7.3672     16.606994102233887 114.635717   21.610723     -11.0166    15.642400344848632 0.5882473917195933   
  114.551024   21.607435     -7.2659     16.708293864959717 114.551174   21.607475     -10.7122    15.946799835205077 0.5222965150963164   
  114.65875    21.608652     -8.5021     15.472094009155274 114.658823   21.608581     -11.6902    14.968800148010253 0.3535941957579325   
  114.617349   21.60795      -7.7391     16.235094020599366 114.617375   21.608037     -11.0467    15.612300476074218 0.32506478688288537  
  114.561151   21.606871     -7.8174     16.156794021362305 114.561123   21.606918     -11.0744    15.584600051879882 0.1934205698102836   
  114.596575   21.606288     -7.9789     15.995294044250489 114.596583   21.606187     -11.3457    15.313299736022948 0.364584607522593    
  114.435664   21.603441     -8.7979     15.176293800109864 114.435541   21.603313     -12.5192    14.139799674987792 0.6179237482352729   
  114.769888   21.607236     -8.913      15.061193893188477 114.769908   21.607315     -12.4035    14.255500396728515 0.29217186039374954  
  114.61533    21.605135     -8.4158     15.558393905395508 114.615358   21.605044     -11.6349    15.024099906921386 0.3407416264622812   
  114.692706   21.60594      -7.2534     16.720794151062012 114.692628   21.606041     -10.5517    16.1073003616333   0.4476189545318373   
  114.525229   21.603433     -8.4078     15.56639427923584  114.525358   21.603442     -11.7498    14.909200271606444 0.4329918610154608   
  114.634824   21.604687     -7.9634     16.01079411291504  114.634872   21.604605     -11.3119    15.347099861145018 0.3360874077909784   
  114.641584   21.603727     -8.6214     15.352794120544434 114.641636   21.603821     -12.0162    14.642799934387206 0.38053623970298567  
  114.632038   21.603083     -8.2316     15.742594192260743 114.631892   21.60317      -11.5997    15.05930002593994  0.5804328948086532   
  114.659415   21.601687     -8.525      15.449194381469727 114.659487   21.601783     -12.091     14.568000396728515 0.421328891356342    
  114.603592   21.6008       -8.1751     15.799093673461915 114.603608   21.600698     -11.3954    15.263599952697753 0.3710848444494833   
  114.761149   21.602247     -7.5454     16.428793857330323 114.761161   21.602152     -10.928     15.730999549865722 0.3443505280394354   
  114.662435   21.600156     -8.1027     15.871493766540528 114.662323   21.600249     -11.5914    15.067599853515624 0.5026231879495078   
  114.417047   21.596388     -8.8185     15.155694434875489 114.416913   21.596219     -12.3707    14.288300117492675 0.7558669022480736   
  114.582271   21.598258     -8.8795     15.09469361090088  114.582076   21.598311     -12.1498    14.509199699401854 0.6800265200748945   
  114.541431   21.597897     -7.3358     16.638393829101563 114.541577   21.597743     -10.6737    15.985299667358397 0.7390432871336624   
  114.534318   21.597454     -8.1925     15.781693885559083 114.534455   21.597467     -11.5341    15.124900421142577 0.460955723256884    
  114.713222   21.599394     -8.6122     15.361994216674805 114.713174   21.599313     -11.8327    14.826300224304198 0.3329326567722994   
  114.591466   21.597331     -10.531     13.443193862670899 114.591468   21.597393     -14.751     11.907999595642089 0.2233003728196011   
  114.573854   21.597277     -7.673      16.3011941411438   114.57384    21.597325     -10.9548    15.70420034790039  0.17904147671892878  
  114.628379   21.597109     -8.8804     15.093794296020508 114.628419   21.597191     -12.1183    14.540699562072753 0.324144555361895    
  114.505876   21.595158     -9.0175     14.956694076293946 114.505803   21.595131     -12.3198    14.339199623107909 0.2629761443188919   
  114.611908   21.596026     -11.2901    12.68409390234375  114.611931   21.596099     -14.0465    12.612499794006347 0.27384471628384566  
  114.547089   21.595531     -7.9368     16.037393996948243 114.547053   21.595378     -11.242     15.417000373840331 0.5638276056833389   
  114.597492   21.595317     -8.8563     15.117893645996094 114.5975     21.595381     -12.1183    14.540699562072753 0.23195095161380572  
  114.610248   21.594262     -7.9459     16.028294036621094 114.610085   21.594155     -11.2607    15.39829977416992  0.6678880240470348   
  114.756551   21.595913     -7.5663     16.40789408468628  114.756557   21.59599      -10.9347    15.724299987792968 0.27792660248979356  
  114.490005   21.591808     -12.011     11.963194320434571 114.490108   21.591759     -15.0028    11.65620001220703  0.3872863098565032   
  114.713476   21.59469      -7.2201     16.754094074005128 114.713426   21.594778     -11.028     15.631000122070311 0.3582925760347002   
  114.593587   21.593349     -8.2912     15.682994315856934 114.593407   21.593231     -11.4487    15.210300048828124 0.7372171458275878   
  114.578238   21.592453     -8.5367     15.437493751281739 114.578041   21.592497     -11.7597    14.899300178527831 0.6781893649327129   
  114.473899   21.591416     -7.2123     16.761894176239014 114.47399    21.591343     -11.0618    15.597199996948241 0.40230942048296375  
  114.679593   21.5927       -8.2306     15.743593642944337 114.679693   21.592616     -11.4494    15.209600051879882 0.4511034181887607   
  114.65469    21.59169      -8.4051     15.569094131225587 114.654759   21.591776     -11.6286    15.030399879455565 0.38626305634889346  
  114.626405   21.59133      -8.5397     15.434494445556641 114.626443   21.591406     -11.7535    14.905500015258788 0.3017234771098428   
  114.593063   21.590902     -7.5842     16.389994094604493 114.59307    21.590784     -10.9298    15.729199966430663 0.42544575634256665  
  114.581655   21.589534     -9.639      14.335194061035157 114.581649   21.589581     -12.9776    13.681399902343749 0.1703878868846214   
  114.580347   21.589343     -9.639      14.335194061035157 114.580527   21.589391     -12.9776    13.681399902343749 0.6268282020091062   
  114.601714   21.588747     -9.0032     14.970994422668458 114.60173    21.588633     -12.2856    14.37340029144287  0.4138801272274403   
  114.433879   21.587036     -7.554      16.42019409918213  114.433944   21.586892     -10.9289    15.73010023498535  0.5622124057853248   
  114.638239   21.589215     -8.2575     15.716694305175782 114.638481   21.589121     -11.5886    15.070399841308593 0.8779221098762687   
  114.58412    21.587648     -8.955      15.019194076293946 114.584117   21.587695     -12.2179    14.441099723815917 0.1694977599402149   
  114.769007   21.589262     -7.6517     16.322493980163575 114.769031   21.589326     -10.9575    15.701499542236327 0.24400503166341672  
  114.614493   21.586122     -7.8664     16.107794234985352 114.614517   21.586362     -11.1615    15.497500022888183 0.8677272426167801   
  114.58941    21.584753     -10.0074    13.966794440979005 114.589415   21.584627     -14.2352    12.423800071716308 0.4539087046552038   
  114.607024   21.584457     -8.194      15.780193755859376 114.607044   21.584517     -11.808     14.85100038909912  0.22613811538118814  
  114.644305   21.58441      -8.8619     15.112293670410157 114.644177   21.584484     -12.0688    14.59020002746582  0.5045494026466911   
  114.602719   21.584228     -7.8724     16.101794193023682 114.602737   21.58411      -11.2007    15.45830019378662  0.4290522558041837   
  114.502704   21.582741     -8.436      15.538194129699708 114.502821   21.582526     -12.2445    14.414499839782714 0.8674563253741128   
  114.577452   21.582681     -9.613      14.36119408392334  114.577443   21.582718     -13.0082    13.650800308227538 0.13656484894614862  
  114.410948   21.580447     -9.1539     14.820293853515626 114.410813   21.580249     -12.4885    14.170500358581542 0.8439946766211404   
  114.610424   21.582583     -9.1191     14.855094382995606 114.610448   21.582643     -12.3988    14.260200103759765 0.23045800279494094  
  114.60256    21.582308     -7.6756     16.298593948120118 114.602579   21.582188     -10.9443    15.714700302124022 0.4366572267912592   
  114.59939    21.581396     -9.5906     14.38359398626709  114.599403   21.581447     -12.862     13.796999534606933 0.18868723889413064  
  114.637039   21.581703     -9.1801     14.794093559020997 114.637091   21.581774     -12.5003    14.158699592590331 0.30924723645479274  
  114.624316   21.580669     -10.1537    13.820494125122071 114.624167   21.580731     -14.4324    12.22660025024414  0.5464597668869883   
  114.579566   21.579222     -9.7468     14.227393577331544 114.57956    21.579257     -12.9714    13.687599739074706 0.12759094590488398  
  114.563076   21.57953      -9.9724     14.001794288391114 114.563242   21.579554     -13.3605    13.29849966430664  0.5623893975595965   
  114.562327   21.57952      -9.9724     14.001794288391114 114.562305   21.579541     -13.3591    13.299899658203124 0.10554379353124985  
  114.482913   21.578641     -8.2469     15.727294395202637 114.483013   21.578569     -11.9175    14.74150045776367  0.4233850754243092   
  114.590608   21.579888     -8.3865     15.587693641418458 114.5908     21.579935     -11.6938    14.96520002746582  0.6646480843755198   
  114.72022    21.581345     -8.5325     15.441693732971192 114.720182   21.581421     -12.0152    14.643800338745116 0.3017271748735489   
  114.473364   21.578338     -8.0668     15.907393882507325 114.473457   21.578251     -11.5193    15.13969953918457  0.4416154916226672   
  114.534803   21.578636     -8.0732     15.900993774169923 114.534757   21.578628     -11.4274    15.231600364685058 0.1566636615264649   
  114.613099   21.579131     -7.6353     16.338893840545655 114.613126   21.579189     -11.0588    15.600200256347655 0.22752428650416404  
  114.605428   21.578509     -7.6825     16.29169411444092  114.605448   21.578562     -11.1484    15.510599693298339 0.2022064676863566   
  114.608999   21.577684     -10.1767    13.797494361633301 114.609023   21.577738     -12.5963    14.062699874877929 0.21034896698251004  
  114.483134   21.576552     -7.0335     16.94069380545044  114.483235   21.576479     -10.4716    16.187400421142577 0.42824062444149086  
  114.666683   21.578589     -7.4632     16.510993907684327 114.666769   21.578666     -10.8805    15.778500160217284 0.3996585979294543   
  114.662752   21.578365     -7.2525     16.72169394277954  114.662834   21.578441     -10.8267    15.83229978942871  0.3875735127873845   
  114.586527   21.57722      -7.859      16.11519379400635  114.586716   21.577261     -11.1695    15.48949964904785  0.6497072845530116   
  114.477348   21.575254     -7.474      16.500194022888184 114.477632   21.575174     -12.0712    14.587799629211425 0.9934285985974863   
  114.604892   21.576759     -7.8973     16.076894233459473 114.604724   21.576808     -11.5785    15.080500205993651 0.5894336925890405   
  114.555828   21.575774     -8.0066     15.967593620056153 114.555801   21.575786     -11.2523    15.406699737548827 0.10018224483549804  
  114.641421   21.576702     -9.4038     14.570393989318848 114.641482   21.576596     -13.004     13.655000289916991 0.43280600507320033  
  114.606396   21.57643      -7.5974     16.376793811553956 114.60623    21.576479     -11.5785    15.080500205993651 0.5830497383525232   
  114.588796   21.575855     -8.7142     15.259993980163575 114.588615   21.575717     -11.9134    14.745600303649901 0.7835674694037035   
  114.629817   21.576032     -7.6519     16.322294185394288 114.629863   21.576095     -10.99      15.669000228881835 0.2741407370124811   
  114.622336   21.575239     -11.3816    12.592593620056153 114.622189   21.575121     -14.0407    12.61830004119873  0.6501070393587407   
  114.435804   21.572773     -7.6423     16.331893871063233 114.435685   21.572615     -11.2226    15.436400016784667 0.6944415855937559   
  114.593692   21.574174     -8.8601     15.114094207519532 114.593701   21.574216     -12.0933    14.565700134277343 0.15417283984146996  
  114.60849    21.57419      -9.0185     14.955693671936036 114.608327   21.574238     -12.3226    14.33639963531494  0.5723962099004649   
  114.640526   21.573901     -9.0375     14.936693618530274 114.640584   21.573966     -12.2692    14.389799674987792 0.30407050842620137  
  114.708326   21.574572     -7.7387     16.2354940869751   114.708273   21.574819     -11.1116    15.547400077819823 0.9067297729874012   
  114.660378   21.574151     -7.6659     16.308293769592286 114.660458   21.574222     -11.0484    15.610600074768065 0.370217119221248    
  114.595019   21.573145     -7.6277     16.346494148010255 114.595032   21.573012     -12.0933    14.565700134277343 0.480773930511457    
  114.496901   21.570811     -8.032      15.942194411987305 114.496823   21.570923     -12.2764    14.382600387573241 0.48037598021775163  
  114.651786   21.572474     -8.8008     15.173393676513673 114.651857   21.572542     -12.0744    14.584600051879882 0.3412131649095221   
  114.688311   21.572581     -7.4396     16.534594009155274 114.688427   21.57248      -10.7917    15.86729963684082  0.5319956546348805   
  114.636814   21.571587     -8.8276     15.14659447454834  114.636681   21.571647     -11.9822    14.676800331115722 0.49489013351399463  
  114.516582   21.570028     -9.3626     14.611593673461915 114.51671    21.569993     -12.9556    13.703400215148925 0.44666960147129686  
  114.609112   21.570188     -9.2251     14.749094436401368 114.60895    21.570233     -12.5303    14.12869985961914  0.5660347411078595   
  114.565661   21.569801     -7.2599     16.714293906921387 114.565645   21.569816     -10.6153    16.043699821472167 0.07606147234081352  
  114.598627   21.569879     -7.904      16.07019419454956  114.598455   21.569917     -11.9333    14.725699981689452 0.5918638436908445   
  114.656696   21.569745     -10.562     13.412193725341798 114.656583   21.569984     -14.7375    11.921499809265136 0.9398978498125204   
  114.572039   21.569187     -8.3336     15.640593955749512 114.572029   21.569207     -11.587     15.072000106811522 0.0794030752172079   
  114.60444    21.569431     -9.2171     14.757093856567383 114.604462   21.569475     -12.5933    14.065700134277343 0.17468671063752783  
  114.58777    21.569391     -8.3257     15.648494193786622 114.587778   21.569249     -11.6295    15.029499610900878 0.5119011444937505   
