# ApertureRA_1 ApertureDec_1 Magnitude_1 Bmag               ApertureRA_2 ApertureDec_2 Magnitude_2 Vmag               Separation          
  114.569218   21.672976     -9.2764     17.60859838757324  114.569163   21.672909     -9.8697     16.85283856817627  0.303371836101978   
  114.459482   21.670748     -10.0287    16.85629812512207  114.45953    21.670653     -10.7128    16.00973897406006  0.37782549878267335 
  114.608987   21.672286     -9.5902     17.294797575805664 114.608944   21.672241     -10.097     16.62553887792969  0.2166539991312339  
  114.629236   21.672376     -9.5496     17.335398352478027 114.62902    21.672343     -9.9871     16.73543935247803  0.7323323020137941  
  114.45725    21.669496     -8.3037     18.58129755291748  114.45749    21.669404     -8.9505     17.772039465393068 0.8685662381830695  
  114.651558   21.671443     -11.096     15.788998282287597 114.651367   21.671427     -11.3894    15.333139471496583 0.6415890392156844  
  114.683037   21.672016     -8.5968     18.288198149536132 114.683082   21.67203      -9.2169     17.50563912817383  0.15876105664564127 
  114.689042   21.671393     -8.4467     18.43829790386963  114.688912   21.671411     -8.8007     17.921838812316896 0.4397212286680896  
  114.458582   21.66847      -8.1493     18.73569837841797  114.458442   21.668546     -8.8716     17.85093884893799  0.5424404384197723  
  114.641632   21.670793     -9.3768     17.50819841656494  114.641618   21.670772     -9.9782     16.74433904119873  0.08893333169773449 
  114.665438   21.670748     -9.4818     17.403197920654296 114.665268   21.670744     -9.9756     16.746938757385255 0.568926862928702   
  114.51002    21.667632     -9.9721     16.912897742126464 114.509998   21.667544     -10.3854    16.33713918157959  0.3252380163635576  
  114.711738   21.669756     -8.3535     18.531497633789062 114.711657   21.669797     -8.7757     17.946839384521486 0.3085812157271843  
  114.547182   21.666751     -10.1521    16.732898390625    114.547135   21.666675     -10.544     16.178539328063966 0.315567937528582   
  114.488103   21.665232     -11.8256    15.059398329589843 114.488105   21.665315     -12.2509    14.471638731445314 0.2988749142892273  
  114.667921   21.667641     -11.3439    15.541098273132324 114.667944   21.667642     -11.6903    15.032239012207032 0.07703361992937828 
  114.628948   21.666619     -8.4915     18.39349809918213  114.628735   21.666586     -9.0025     17.7200394196167   0.7224585825092447  
  114.541611   21.663189     -11.119     15.765997565124511 114.541568   21.663111     -11.4473    15.27523904272461  0.3155094469100385  
  114.411167   21.663422     -8.8651     18.019898093078613 114.411324   21.66333      -9.2812     17.441338591064454 0.6209763947680815  
  114.784818   21.66749      -9.1391     17.745897925231933 114.784948   21.66762      -9.5072     17.215338758911134 0.6388973406215165  
  114.681822   21.665374     -14.0355    12.849498427246093 114.681873   21.665214     -14.7933    11.929239325012208 0.6007416571938677  
  114.562602   21.664346     -9.3839     17.501098311279296 114.562549   21.664451     -9.9859     16.736639074768068 0.41752508513321307 
  114.474816   21.662953     -11.7538    15.13119760784912  114.474841   21.662859     -12.0917    14.630839399780275 0.34858397562395815 
  114.551728   21.664024     -9.1417     17.74329820904541  114.551683   21.663776     -9.6199     17.102639250244142 0.9054056033349487  
  114.531897   21.660616     -11.8229    15.06209818157959  114.531864   21.66036      -12.2572    14.465338758911134 0.9281902803029727  
  114.57166    21.660807     -11.0622    15.822798407409667 114.571611   21.660743     -11.5466    15.175938658203126 0.28277493486388244 
  114.641019   21.661718     -8.85       18.034997618530273 114.641197   21.661701     -9.4177     17.304839186157228 0.5986826435164635  
  114.738251   21.662753     -10.1891    16.69589773449707  114.73843    21.662828     -11.0811    15.641438536132814 0.6569371383234353  
  114.530587   21.660423     -11.8229    15.06209818157959  114.530552   21.660342     -12.2572    14.465338758911134 0.3142350183330071  
  114.555743   21.659198     -8.6298     18.255198157165527 114.555884   21.659129     -9.252      17.470539144958497 0.5331616295530573  
  114.57169    21.65889      -7.9448     18.940198099945068 114.571829   21.658829     -8.7016     18.020938925231935 0.5143101098275284  
  114.511116   21.657888     -8.9518     17.933197653625488 114.511098   21.657801     -9.4743     17.248238615478517 0.31893782956031186 
  114.422555   21.656273     -11.0156    15.869397795532226 114.422682   21.656354     -11.4727    15.249838880981446 0.5153586330411107  
  114.639933   21.659089     -9.6365     17.248497641418457 114.640115   21.658897     -10.2621    16.46043878027344  0.9211766651397238  
  114.757196   21.660711     -8.5561     18.328898108337402 114.757243   21.660807     -9.0882     17.634339384521486 0.37969404068006074 
  114.692417   21.658356     -9.2353     17.649697935913085 114.692303   21.65838      -10.0502    16.672338537658693 0.39108935087180297 
  114.64466    21.65636      -11.4334    15.45159784588623  114.644661   21.65617      -11.7268    14.995739035095216 0.6840081834296761  
  114.779322   21.658529     -15.3752    11.509797728393554 114.779445   21.65848      -15.3883    11.3342390579834   0.44775081147229656 
  114.615054   21.655629     -8.6713     18.213698065612792 114.615214   21.65542      -9.236      17.486538938964845 0.9234178824321965  
  114.589375   21.655117     -8.5686     18.316398299072265 114.589145   21.655061     -9.2666     17.455939344848634 0.7955296810298522  
  114.454528   21.652731     -9.5773     17.30769792828369  114.454591   21.652636     -10.0437    16.678838781799318 0.40174512137207896 
  114.748459   21.656072     -10.0402    16.844797766540527 114.748483   21.656159     -10.4119    16.31063943334961  0.3233304358493503  
  114.46693    21.651863     -9.7936     17.09139791760254  114.466971   21.651769     -10.2449    16.477639250244142 0.36514997977355446 
  114.61677    21.653734     -9.7374     17.14759794506836  114.616555   21.653695     -10.4279    16.294638685668946 0.7329523302339745  
  114.664746   21.654174     -9.3286     17.55639807019043  114.664773   21.654175     -9.8091     16.91343884893799  0.09041210186282483 
  114.73518    21.654692     -7.9846     18.900397932861328 114.735357   21.654766     -8.8817     17.840839437927247 0.6493877422271249  
  114.666442   21.653498     -8.7895     18.09549776348877  114.666285   21.653498     -9.31       17.412538580383302 0.525315167990662   
  114.57125    21.651041     -9.1712     17.713798201416015 114.571396   21.650806     -9.6306     17.091939024414064 0.9769166744161523  
  114.725095   21.652652     -9.1354     17.74959818157959  114.725056   21.652887     -9.6386     17.08393865057373  0.856004914126069   
  114.642109   21.651445     -10.2114    16.673597967956542 114.642108   21.651428     -10.5848    16.137739233459474 0.06129140025703304 
  114.458154   21.649124     -9.3158     17.569198286865234 114.458212   21.64903      -9.9191     16.803439192260743 0.39010034126193205 
  114.728466   21.652693     -8.1456     18.739397681091308 114.728626   21.65276      -8.426      18.296539358581544 0.5871825771870655  
  114.629564   21.650587     -11.4041    15.48089758190918  114.629552   21.650386     -11.6993    15.023239187683107 0.7247131628754374  
  114.613064   21.650896     -8.8687     18.01629797253418  114.613038   21.650684     -9.4211     17.30143933721924  0.7681423248046181  
  114.639876   21.650371     -11.0008    15.884197867248535 114.639873   21.650352     -11.3085    15.414038710083009 0.06913264932515638 
  114.615885   21.650235     -8.8856     17.999397909973144 114.615859   21.650199     -9.2011     17.52143865057373  0.15609167579706404 
  114.754139   21.651605     -10.3809    16.504097617004394 114.754183   21.6517       -10.7268    15.995739035095216 0.37234244549524453 
  114.625824   21.650015     -8.1756     18.709397948120117 114.625619   21.649984     -8.8233     17.8992386383667   0.6949569023722939  
  114.552353   21.648172     -11.9747    14.910298025939941 114.552313   21.6481       -12.3165    14.406039289916993 0.29171673006268417 
  114.584979   21.648435     -11.1251    15.759897864196777 114.584938   21.64838      -11.4496    15.272938780273439 0.24088345022493146 
  114.578602   21.648524     -10.264     16.620998061035156 114.57856    21.648466     -10.6369    16.085639051879884 0.251689368953464   
  114.531354   21.647711     -8.7524     18.132597601745605 114.531135   21.647629     -9.2748     17.447738699401857 0.7900190950055184  
  114.744057   21.649392     -8.8241     18.06089845928955  114.744074   21.649475     -9.2997     17.422839216674806 0.3041662374321643  
  114.479038   21.645936     -7.9265     18.958498156402587 114.479062   21.645845     -8.5844     18.138138822998048 0.3372995766741274  
  114.466468   21.645758     -8.5463     18.338698065612792 114.466512   21.645665     -9.1698     17.5527391953125   0.36574269761529404 
  114.61762    21.64712      -9.0415     17.843497908447265 114.617409   21.647083     -9.3605     17.362038664306642 0.7184830721963645  
  114.606372   21.647147     -8.1903     18.69469801220703  114.606528   21.647108     -8.776      17.946538977111818 0.5405442332160196  
  114.498391   21.644292     -8.4792     18.40579763684082  114.498391   21.644204     -9.1313     17.59123902746582  0.31680000000457864 
  114.496891   21.644271     -8.1696     18.715398466918945 114.497079   21.644185     -8.9853     17.737238935913087 0.70113770252385    
